ticker,name,exchange,board,status,is_active,is_common_stock,source
603501,603501,SH,main_board,normal,True,True,seed_file
603799,603799,SH,main_board,normal,True,True,seed_file
603986,603986,SH,main_board,normal,True,True,seed_file
000402,000402,SZ,main_board,normal,True,True,seed_file
000423,000423,SZ,main_board,normal,True,True,seed_file
000538,000538,SZ,main_board,normal,True,True,seed_file
000623,000623,SZ,main_board,normal,True,True,seed_file
000708,000708,SZ,main_board,normal,True,True,seed_file
000723,000723,SZ,main_board,normal,True,True,seed_file
000733,000733,SZ,main_board,normal,True,True,seed_file
000876,000876,SZ,main_board,normal,True,True,seed_file
000977,000977,SZ,main_board,normal,True,True,seed_file
001289,001289,SZ,main_board,normal,True,True,seed_file
002007,002007,SZ,main_board,normal,True,True,seed_file
002064,002064,SZ,main_board,normal,True,True,seed_file
002128,002128,SZ,main_board,normal,True,True,seed_file
002142,002142,SZ,main_board,normal,True,True,seed_file
002179,002179,SZ,main_board,normal,True,True,seed_file
002304,002304,SZ,main_board,normal,True,True,seed_file
002463,002463,SZ,main_board,normal,True,True,seed_file
002594,002594,SZ,main_board,normal,True,True,seed_file
002714,002714,SZ,main_board,normal,True,True,seed_file
002821,002821,SZ,main_board,normal,True,True,seed_file
300394,300394,SZ,chinext,normal,True,True,seed_file
300433,300433,SZ,chinext,normal,True,True,seed_file
300529,300529,SZ,chinext,normal,True,True,seed_file
300601,300601,SZ,chinext,normal,True,True,seed_file
300673,300673,SZ,chinext,normal,True,True,seed_file
300677,300677,SZ,chinext,normal,True,True,seed_file
300866,300866,SZ,chinext,normal,True,True,seed_file
301029,301029,SZ,chinext,normal,True,True,seed_file
301269,301269,SZ,chinext,normal,True,True,seed_file
603659,603659,SH,main_board,normal,True,True,seed_file
